Authorized Date,Posted Date,Status,Account Name,Description,Primary Category,Detailed Category,Amount
2025-07-03,2025-07-04,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-74.23
2025-07-03,2025-07-03,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,LA Fitness,Health & wellness,Fitness,-39.99
2025-07-03,2025-07-03,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Health & wellness,Fitness,-137.98
2025-07-02,2025-07-03,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Cantaloupe,Food & drink,Other food & drink,-2.60
2025-07-01,2025-07-01,Posted,Savings - 7571,Direct Deposit,Income,Other income,1726.15
2025-07-01,2025-07-01,Posted,Checking - 9631,Direct Deposit,Income,Other income,431.54
2025-07-01,2025-07-01,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-07-01,2025-07-02,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-25.89
2025-07-01,2025-07-01,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,BP,Transfers,Other transfers,-2.49
2025-07-01,2025-07-01,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,30.00
2025-06-30,2025-06-30,Posted,Personal Profile,Adam Greger Froggy,Transfers,Account transfers,-23.50
2025-06-30,2025-06-30,Posted,Savings - 7571,Interest,Income,Other income,11.25
2025-06-30,2025-06-30,Posted,Build Your Life ***7571,Interest,Income,Other income,0.07
2025-06-30,2025-06-30,Posted,Checking - 9631,Interest,Income,Other income,0.18
2025-06-30,2025-06-30,Posted,Personal Profile,Adam Greger Lunch Yesterday,Food & drink,Restaurants & bars,-13.10
2025-06-30,2025-06-30,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,BP,Transfers,Other transfers,-1450.00
2025-06-29,2025-06-29,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Butterbeer Cart,Food & drink,Restaurants & bars,-9.88
2025-06-29,2025-06-29,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Cocina Mexicana,Food & drink,Restaurants & bars,-23.59
2025-06-28,2025-06-28,Posted,Checking - 9631,ATM Withdrawal,Transfers,Cash withdrawals,-63.50
2025-06-28,2025-06-28,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,25.00
2025-06-28,2025-06-28,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,25.00
2025-06-27,2025-06-27,Posted,Checking - 9631,Wells Fargo Credit Card,Transfers,Other transfers,-3449.68
2025-06-27,2025-06-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Entertainment,Events & recreation,-75.00
2025-06-27,2025-06-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Entertainment,Events & recreation,-10.00
2025-06-27,2025-06-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Ralphs,Food & drink,Groceries,-5.99
2025-06-26,2025-06-26,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-3200.00
2025-06-26,2025-06-26,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,3200.00
2025-06-26,2025-06-27,Posted,Blue Cash Preferred® ***1009,ARCO,Transportation,Gas & EV charging,-38.31
2025-06-26,2025-06-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Californiachickencafe,Food & drink,Restaurants & bars,-11.75
2025-06-26,2025-06-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Bill Pay Payment,Transfers,Other transfers,3449.68
2025-06-26,2025-06-26,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,74.00
2025-06-25,2025-06-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Nayax,Food & drink,Restaurants & bars,-2.60
2025-06-25,2025-06-26,Posted,Blue Cash Preferred® ***1009,Ralphs,Food & drink,Groceries,-15.75
2025-06-25,2025-06-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Nayax,Food & drink,Restaurants & bars,-2.50
2025-06-24,2025-06-24,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Flowerstoreph Ph Makati,Shopping,Gifts,-28.00
2025-06-23,2025-06-25,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-3.49
2025-06-22,2025-06-22,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Golfnow Reservatio,Health & wellness,Fitness,-9.96
2025-06-22,2025-06-22,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,ExxonMobil,Transportation,Gas & EV charging,-6.82
2025-06-22,2025-06-22,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Beebs Las,Food & drink,Restaurants & bars,-18.98
2025-06-22,2025-06-23,Posted,Blue Cash Preferred® ***1009,76 Fuel,Food & drink,Restaurants & bars,-44.78
2025-06-22,2025-06-22,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Positas Retail,Health & wellness,Fitness,-316.00
2025-06-22,2025-06-22,Posted,Personal Profile,Adam Greger June Ring Renters Insurance,Insurance,Other insurance,-18.83
2025-06-22,2025-06-22,Posted,Personal Profile,Gia Lee Coach Glenn,Food & drink,Restaurants & bars,-35.00
2025-06-21,2025-06-21,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Bluerockgc,Health & wellness,Fitness,-10.00
2025-06-21,2025-06-22,Posted,Blue Cash Preferred® ***1009,Spotify,Entertainment,Music & audio,-11.99
2025-06-21,2025-06-21,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,7-Eleven,Food & drink,Groceries,-3.49
2025-06-21,2025-06-21,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Bluerockgc,Health & wellness,Fitness,-39.68
2025-06-20,2025-06-20,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,The Golf Mart,Shopping,Other shopping,-17.39
2025-06-20,2025-06-20,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-06-20,2025-06-20,Posted,Blue Cash Preferred® ***1009,Chevron,Transportation,Gas & EV charging,-47.83
2025-06-20,2025-06-20,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Diablo Hills Golf Course,Food & drink,Restaurants & bars,-6.56
2025-06-20,2025-06-20,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Burger Lounge,Food & drink,Restaurants & bars,-30.23
2025-06-20,2025-06-20,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Boundary Oak Golf Course,Health & wellness,Fitness,-14.00
2025-06-20,2025-06-20,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Diablo Hills Golf Course,Health & wellness,Fitness,-30.00
2025-06-20,2025-06-20,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Food Panda,Shopping,Gifts,-7.97
2025-06-19,2025-06-19,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,In-N-Out Burger,Food & drink,Restaurants & bars,-9.22
2025-06-19,2025-06-19,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Taylormade,Shopping,Other shopping,-116.85
2025-06-19,2025-06-19,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Chevron,Transportation,Gas & EV charging,-8.47
2025-06-19,2025-06-20,Posted,Blue Cash Preferred® ***1009,Chevron,Transportation,Gas & EV charging,-49.64
2025-06-19,2025-06-19,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Callaway Gift,Shopping,Gifts,-22.09
2025-06-18,2025-06-18,Posted,Personal Profile,Daniel Gong Golf,Health & wellness,Fitness,-70.00
2025-06-17,2025-06-17,Posted,Savings - 7571,Direct Deposit,Income,Other income,1726.16
2025-06-17,2025-06-17,Posted,Checking - 9631,Direct Deposit,Income,Other income,431.54
2025-06-17,2025-06-17,Posted,Personal Profile,Puritt Seeing The Future Of Golf,Entertainment,Events & recreation,-5.00
2025-06-17,2025-06-18,Posted,Prime Visa ***6239,Amazon Prime,Services,Digital services,-16.45
2025-06-17,2025-06-17,Posted,Personal Profile,Adam Greger June,Shopping,Clothing & accessories,-40.12
2025-06-17,2025-06-17,Posted,Blue Cash Preferred® ***1009,Apple,Transfers,Other transfers,-2.99
2025-06-17,2025-06-18,Posted,Blue Cash Preferred® ***1009,ARCO,Transportation,Gas & EV charging,-36.01
2025-06-17,2025-06-17,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,158.33
2025-06-16,2025-06-17,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-3.99
2025-06-16,2025-06-16,Posted,Checking - 9631,Chase Credit Card,Transfers,Other transfers,-174.83
2025-06-16,2025-06-16,Posted,Checking - 9631,Costco,Food & drink,Groceries,-77.99
2025-06-16,2025-06-16,Posted,Checking - 9631,American Express,Transfers,Other transfers,-374.67
2025-06-16,2025-06-16,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-2.99
2025-06-16,2025-06-16,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-06-16,2025-06-16,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,2.99
2025-06-16,2025-06-17,Posted,Blue Cash Preferred® ***1009,Northgate Marculver City,Food & drink,Groceries,-20.19
2025-06-16,2025-06-16,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,In-N-Out Burger,Food & drink,Restaurants & bars,-12.71
2025-06-15,2025-06-15,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Dvmar,Food & drink,Restaurants & bars,-1.98
2025-06-15,2025-06-15,Posted,Prime Visa ***6239,Credit Card Payment,Debt payments,Credit card payments,174.83
2025-06-15,2025-06-15,Posted,Blue Cash Preferred® ***1009,Credit Card Payment,Debt payments,Credit card payments,374.67
2025-06-15,2025-06-15,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Brooklyn Bagel LAX,Food & drink,Restaurants & bars,-11.99
2025-06-14,2025-06-14,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-346.03
2025-06-14,2025-06-14,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,346.03
2025-06-14,2025-06-14,Posted,Personal Profile,Splitwise,Transfers,Account transfers,-35.00
2025-06-13,2025-06-13,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Savemore Nasugbu Batangas,Transportation,Gas & EV charging,-17.79
2025-06-11,2025-06-11,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,The Marketplace Rock,Food & drink,Restaurants & bars,-19.31
2025-06-11,2025-06-11,Posted,Checking - 9631,ATM Withdrawal,Transfers,Cash withdrawals,-40.50
2025-06-11,2025-06-11,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Hapag Rockwell Makati Ph,Food & drink,Restaurants & bars,-85.39
2025-06-10,2025-06-10,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,South Supermarket Fil,Food & drink,Groceries,-68.88
2025-06-09,2025-06-09,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,King Power Duty Free-d,Food & drink,Restaurants & bars,-11.07
2025-06-09,2025-06-09,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,THONGSMITH CTW BANGKOK 11,Food & drink,Restaurants & bars,-55.93
2025-06-09,2025-06-09,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Express Massage Bangkok,Shopping,Hair & beauty,-19.98
2025-06-07,2025-06-07,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,E-ga Lab Bangkok Th,Food & drink,Restaurants & bars,-47.77
2025-06-07,2025-06-07,Posted,Personal Profile,Adam Greger 💐,Transfers,Account transfers,-9.00
2025-06-07,2025-06-07,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Paper Plane Project Bangkok Th,Food & drink,Restaurants & bars,-31.85
2025-06-07,2025-06-07,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Airalo,Travel,Other travel,-13.00
2025-06-07,2025-06-07,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,T145 BANGKOK TH,Food & drink,Restaurants & bars,-13.77
2025-06-06,2025-06-06,Posted,Checking - 9631,ATM Withdrawal,Transfers,Cash withdrawals,-106.13
2025-06-06,2025-06-06,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-06-06,2025-06-06,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Seattles Best,Food & drink,Restaurants & bars,-11.63
2025-06-06,2025-06-06,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Lawson Central Square Taguig Ph,Shopping,Convenience stores,-1.71
2025-06-05,2025-06-05,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Airalo,Travel,Other travel,-9.50
2025-06-05,2025-06-06,Posted,Blue Cash Preferred® ***1009,Foreign Exchange Fee,Bank fees,Foreign transaction fees,-0.11
2025-06-05,2025-06-06,Posted,Blue Cash Preferred® ***1009,Ls Travel Retottawa,Travel,Other travel,-4.33
2025-06-04,2025-06-04,Posted,Checking - 9631,Direct Deposit,Income,Other income,431.54
2025-06-04,2025-06-05,Posted,Blue Cash Preferred® ***1009,Disney+,Entertainment,Movies & TV,-16.99
2025-06-04,2025-06-04,Posted,Savings - 7571,Direct Deposit,Income,Other income,1726.14
2025-06-04,2025-06-05,Posted,Blue Cash Preferred® ***1009,Foreign Exchange Fee,Bank fees,Foreign transaction fees,-0.03
2025-06-04,2025-06-05,Posted,Blue Cash Preferred® ***1009,Ssp Vancouverrichmond,Food & drink,Restaurants & bars,-23.49
2025-06-04,2025-06-05,Posted,Blue Cash Preferred® ***1009,Sunset News Slos Angeles,Food & drink,Restaurants & bars,-19.98
2025-06-04,2025-06-04,Posted,Personal Profile,Gia Lee Thai Cooking Class,Food & drink,Restaurants & bars,-72.00
2025-06-04,2025-06-04,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GrubHub,Food & drink,Restaurants & bars,-28.95
2025-06-04,2025-06-05,Posted,Blue Cash Preferred® ***1009,Ssp Vancouverrichmond,Food & drink,Restaurants & bars,-1.22
2025-06-04,2025-06-05,Posted,Blue Cash Preferred® ***1009,Foreign Exchange Fee,Bank fees,Foreign transaction fees,-0.63
2025-06-03,2025-06-03,Posted,Checking - 9631,Aidvantage,Transfers,Other transfers,-345.00
2025-06-03,2025-06-04,Posted,Blue Cash Preferred® ***1009,Northgate Marculver City,Food & drink,Groceries,-13.55
2025-06-03,2025-06-03,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,LA Fitness,Health & wellness,Fitness,-39.99
2025-06-03,2025-06-04,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-5.79
2025-06-03,2025-06-03,Posted,Personal Profile,"Gia Lee ""Bangkok sat dinner deposit""",Food & drink,Restaurants & bars,-15.40
2025-06-03,2025-06-04,Posted,Prime Visa ***6239,Whole Foods,Food & drink,Groceries,-18.54
2025-06-02,2025-06-02,Posted,Checking - 9631,PayPal,Transfers,Other transfers,-22.05
2025-06-02,2025-06-02,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-06-02,2025-06-04,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-21.90
2025-06-01,2025-06-01,Posted,Checking - 9631,Transfer to Savings,Transfers,Other transfers,-1565.00
2025-06-01,2025-06-01,Posted,Savings - 7571,Transfer From Checking,Transfers,Other transfers,1565.00
2025-06-01,2025-06-01,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,70.00
2025-05-31,2025-05-31,Posted,Savings - 7571,Interest,Income,Other income,5.08
2025-05-31,2025-05-31,Posted,Build Your Life ***7571,Interest,Income,Other income,2.14
2025-05-31,2025-05-31,Posted,Checking - 9631,Interest,Income,Other income,0.61
2025-05-31,2025-06-02,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-36.86
2025-05-31,2025-06-01,Posted,Blue Cash Preferred® ***1009,Northgate Marculver City,Food & drink,Groceries,-23.62
2025-05-29,2025-05-29,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,BP,Transfers,Other transfers,-2.49
2025-05-28,2025-05-28,Posted,Build Your Life ***7571,Transfer to Checking,Transfers,Other transfers,-750.00
2025-05-28,2025-05-28,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,750.00
2025-05-28,2025-05-28,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-1175.00
2025-05-28,2025-05-28,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,1175.00
2025-05-28,2025-05-28,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,In-N-Out Burger,Food & drink,Restaurants & bars,-9.27
2025-05-28,2025-05-28,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,BP,Transfers,Other transfers,-1925.00
2025-05-28,2025-05-28,Posted,Personal Profile,P2P Transfer,Income,Wages,9.00
2025-05-28,2025-05-29,Posted,Blue Cash Preferred® ***1009,Northgate Marculver City,Food & drink,Groceries,-31.96
2025-05-27,2025-05-27,Posted,Checking - 9631,Wells Fargo Credit Card,Transfers,Other transfers,-2020.70
2025-05-27,2025-05-27,Posted,Personal Profile,James Tullio Putt Poker,Entertainment,Gambling,-16.00
2025-05-26,2025-05-26,Posted,Personal Profile,Daniel Gong,Food & drink,Other food & drink,-12.00
2025-05-26,2025-05-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Golfnow Reservatio,Health & wellness,Fitness,-9.96
2025-05-26,2025-05-26,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-2020.70
2025-05-26,2025-05-26,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,2020.70
2025-05-26,2025-05-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Bill Pay Payment,Transfers,Other transfers,2020.70
2025-05-26,2025-05-26,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,28.00
2025-05-26,2025-05-26,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,70.00
2025-05-26,2025-05-26,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,30.00
2025-05-26,2025-05-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Van Nuys Golf Course,Entertainment,Events & recreation,-100.00
2025-05-25,2025-05-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Monterey Concessions,Food & drink,Other food & drink,-6.50
2025-05-25,2025-05-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Brennan's Marina Del Reca,Food & drink,Restaurants & bars,-30.73
2025-05-25,2025-05-25,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,12.00
2025-05-25,2025-05-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Hansen Dam Golf Course,Health & wellness,Fitness,-72.00
2025-05-25,2025-05-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Brennan's Marina Del Reca,Food & drink,Restaurants & bars,-29.93
2025-05-25,2025-05-26,Posted,Blue Cash Preferred® ***1009,Shell,Transportation,Other transportation,-47.19
2025-05-25,2025-05-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Venice Whaler Bar Marina Del Reca,Food & drink,Restaurants & bars,-57.53
2025-05-24,2025-05-24,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Sterling,Health & wellness,Fitness,-84.00
2025-05-24,2025-05-24,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Shell,Transportation,Other transportation,-7.36
2025-05-24,2025-05-25,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-61.48
2025-05-23,2025-05-23,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-05-23,2025-05-23,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Office Depot,Shopping,Office supplies,-22.63
2025-05-23,2025-05-23,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Chick-fil-A,Food & drink,Restaurants & bars,-17.34
2025-05-22,2025-05-22,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,GLF,Entertainment,Events & recreation,-20.00
2025-05-22,2025-05-23,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-13.96
2025-05-22,2025-05-22,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Porto's Bakery,Food & drink,Restaurants & bars,-16.55
2025-05-21,2025-05-21,Posted,Checking - 9631,Direct Deposit,Income,Other income,429.78
2025-05-21,2025-05-21,Posted,Checking - 9631,Transfer to Savings,Transfers,Other transfers,-469.78
2025-05-21,2025-05-21,Posted,Savings - 7571,Transfer From Checking,Transfers,Other transfers,469.78
2025-05-21,2025-05-22,Posted,Blue Cash Preferred® ***1009,ARCO,Transportation,Gas & EV charging,-36.78
2025-05-21,2025-05-21,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,In-N-Out Burger,Food & drink,Restaurants & bars,-9.27
2025-05-21,2025-05-21,Posted,Savings - 7571,Direct Deposit,Income,Other income,1719.10
2025-05-21,2025-05-22,Posted,Blue Cash Preferred® ***1009,P3702C31AC 2033189708,Transfers,Account transfers,-11.99
2025-05-21,2025-05-21,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Golfnow Reservatio,Health & wellness,Fitness,-9.96
2025-05-21,2025-05-22,Posted,Blue Cash Preferred® ***1009,Ralphs,Food & drink,Groceries,-3.49
2025-05-21,2025-05-21,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Food Panda,Shopping,Gifts,-15.73
2025-05-19,2025-05-19,Posted,Personal Profile,Adam Greger May Renters Insurance Ring,Insurance,Other insurance,-12.55
2025-05-18,2025-05-18,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Hansendam,Health & wellness,Fitness,-201.96
2025-05-18,2025-05-18,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,11.00
2025-05-17,2025-05-17,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Food Panda,Shopping,Gifts,-14.83
2025-05-17,2025-05-19,Posted,Prime Visa ***6239,Amazon Prime,Services,Digital services,-16.45
2025-05-17,2025-05-17,Posted,Checking - 9631,Zelle,Income,Other income,1.00
2025-05-17,2025-05-17,Posted,Checking - 9631,Zelle,Income,Other income,139.00
2025-05-17,2025-05-17,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Dave's Hot Chicken,Food & drink,Restaurants & bars,-22.76
2025-05-17,2025-05-17,Posted,Blue Cash Preferred® ***1009,Apple,Transfers,Other transfers,-2.99
2025-05-17,2025-05-17,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Parcscan Parking,Transportation,Parking & tolls,-9.00
2025-05-17,2025-05-17,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Knollwood Granada,Health & wellness,Fitness,-8.00
2025-05-16,2025-05-16,Posted,Checking - 9631,American Express,Transfers,Other transfers,-382.66
2025-05-16,2025-05-16,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-25.00
2025-05-16,2025-05-16,Posted,Checking - 9631,Chase Credit Card,Transfers,Other transfers,-133.56
2025-05-16,2025-05-16,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,25.00
2025-05-16,2025-05-17,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-9.88
2025-05-15,2025-05-15,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-05-15,2025-05-15,Posted,Blue Cash Preferred® ***1009,Credit Card Payment,Debt payments,Credit card payments,382.66
2025-05-15,2025-05-16,Posted,Blue Cash Preferred® ***1009,United Pacific,Transportation,Gas & EV charging,-37.53
2025-05-15,2025-05-15,Posted,Prime Visa ***6239,Credit Card Payment,Debt payments,Credit card payments,133.56
2025-05-13,2025-05-14,Posted,Blue Cash Preferred® ***1009,Northgate Marculver City,Food & drink,Groceries,-7.68
2025-05-12,2025-05-12,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-65.70
2025-05-12,2025-05-12,Posted,Checking - 9631,Costco,Food & drink,Groceries,-65.70
2025-05-12,2025-05-12,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,65.70
2025-05-12,2025-05-12,Posted,Checking - 9631,Zelle,Other,Other,-100.00
2025-05-12,2025-05-12,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-482.66
2025-05-12,2025-05-12,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,482.66
2025-05-12,2025-05-12,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-133.56
2025-05-12,2025-05-12,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,133.56
2025-05-12,2025-05-14,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-81.08
2025-05-11,2025-05-11,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Wedgewood Hospita,Food & drink,Restaurants & bars,-5.00
2025-05-11,2025-05-11,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Exer Marina Del Rey Li,Health & wellness,Medical,-80.00
2025-05-10,2025-05-10,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Golfnow Reservatio,Health & wellness,Fitness,-42.48
2025-05-10,2025-05-10,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Roger Dunn Golf Shops,Shopping,Other shopping,-68.94
2025-05-10,2025-05-10,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Book Jewel LLC,Shopping,Gifts,-14.26
2025-05-10,2025-05-10,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Los Angeles County,Transportation,Parking & tolls,-4.00
2025-05-10,2025-05-10,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,City Of,Health & wellness,Fitness,-50.00
2025-05-09,2025-05-09,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-25.00
2025-05-09,2025-05-09,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-05-09,2025-05-09,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,25.00
2025-05-08,2025-05-08,Posted,Checking - 9631,Wells Fargo Credit Card,Transfers,Other transfers,-4453.57
2025-05-08,2025-05-08,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-10.29
2025-05-08,2025-05-08,Posted,Checking - 9631,PayPal,Transfers,Other transfers,-110.29
2025-05-08,2025-05-08,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,10.29
2025-05-07,2025-05-07,Posted,Checking - 9631,Direct Deposit,Income,Other income,431.54
2025-05-07,2025-05-08,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-31.15
2025-05-07,2025-05-07,Posted,Checking - 9631,Transfer to Savings,Transfers,Other transfers,-190.47
2025-05-07,2025-05-07,Posted,Savings - 7571,Transfer From Checking,Transfers,Other transfers,190.47
2025-05-07,2025-05-07,Posted,Savings - 7571,Direct Deposit,Income,Other income,1726.16
2025-05-07,2025-05-08,Posted,Blue Cash Preferred® ***1009,Reward,Transfers,Loans & cash advances,88.86
2025-05-07,2025-05-08,Posted,Blue Cash Preferred® ***1009,Ralphs,Food & drink,Groceries,-16.28
2025-05-07,2025-05-08,Posted,Blue Cash Preferred® ***1009,ARCO,Transportation,Gas & EV charging,-35.40
2025-05-07,2025-05-07,Posted,Personal Profile,Splitwise,Transfers,Account transfers,17.51
